Store Number,Equipment,Quantity,Repair,Replace,Notes
2168,A/C machine,0,,,
2168,Sump EVAC Machine ,0,,,
2168,"Oil sumps (leaking, roller condition)",2,1,0,Hoses leak
2168,"Compressors (Operational, Down Time)",1,0,0,Operational
2168,"Oil Pumps (Operational,  Down Time)",4,0,0,"Good Condition, No Issues"
2168,"Oil Pump Hoses (Leaking, Cracked, Worn)",4,0,0,"Good Condition, No Issues"
2168,"Oil Guns (Leaking, Screen operational)",2,0,0,"Good Condition, No Issues"
2168,"Oil Gun Hoses (Leaking, Cracked, Worn)",2,0,0,Leaking (1)
2168,Grease Gun (Leaking),1,0,0,"Good Condition, No Issues"
2168,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",1,0,1,Need lift installed on second bay
2168,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",0,,,
2168,Oil Tanks (Leaking),7,0,0,"Good Condition, No Issues"
2168,"Oil Tank Hoses (Leaking, Cracked, Worn)",5,0,1,Used oil tank hose leaking
2168,Oil Tanks (Not In Use),1,0,0,"1 tank not in use, but part of the catwalk"
2168,Trash Cans ,4,0,1,"Plastic breaking, handles missing, wheels are being held on with ducttape"
2168,Water Bibb cocks (washer/coolant),1,0,0,"Good Condition, No Issues"
2168,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",1,0,0,"Good Condition, No Issues"
2168,Coolant pump/hoses (Operational),1,0,0,"Good Condition, No Issues - Hand Pump"
2168,"Air Regulators (Operational, Leaks)",4,0,1,Good Condition
2168,"Air hoses (Operational, Leaks, Cracks)",3,0,1,Good Condition
2168,"Water Separators (Operational, Leaks)",,,,
2168,Lower Bay Mop Sink Lift Pump (Operational),,,,
2170,Transmission Machine ,1,0,0,
2170,Tire Machines,0,0,0,
2170,Tire Balancer,0,0,0,
2170,Radiator Machine,1,1,1,NO TRAY OR WHEEL (NOT DELIVERED WITH EQUIP.)
2170,Oil Evacuator,1,0,0,
2170,Differential EVAC machine,0,0,0,
2170,BFE EVAC Machine,1,0,0,
2170,A/C machine,0,0,0,
2170,Sump EVAC Machine ,2,0,0,GRAVITY HOSES
2170,"Oil sumps (leaking, roller condition)",2,0,0,
2170,"Compressors (Operational, Down Time)",1,0,0,
2170,"Oil Pumps (Operational,  Down Time)",4,0,0,2 NOT USED
2170,"Oil Pump Hoses (Leaking, Cracked, Worn)",4,0,0,2 NOT USED
2170,"Oil Guns (Leaking, Screen operational)",3,0,0,1 NOT USED
2170,"Oil Gun Hoses (Leaking, Cracked, Worn)",3,0,0,1 NOT USED
2170,Grease Gun (Leaking),2,0,0,
2170,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",1,1,0,BAY 2 DOES NOT LOCK - ENGAGE /DISENGAGE
2170,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",0,,,
2170,Oil Tanks (Leaking),5,,,
2170,"Oil Tank Hoses (Leaking, Cracked, Worn)",5,,,
2170,Oil Tanks (Not In Use),3,,,
2170,Trash Cans ,3,0,0,1 DUMPSTER & 2 TRASH CANS
2170,Water Bibb cocks (washer/coolant),1,0,0,
2170,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",1,0,0,
2170,Coolant pump/hoses (Operational),1,0,0,
2170,"Air Regulators (Operational, Leaks)",2,0,0,
2170,"Air hoses (Operational, Leaks, Cracks)",3,0,0,
2170,"Water Separators (Operational, Leaks)",4,0,0,
2170,Lower Bay Mop Sink Lift Pump (Operational),1,0,0,
2171,Transmission Machine ,1,0,0,
2171,Tire Machines,0,,,
2171,Tire Balancer,0,,,
2171,Radiator Machine,1,0,0,
2171,Oil Evacuator,0,,1,Need 1
2171,Differential EVAC machine,0,,1,Need 1
2171,BFE EVAC Machine,1,0,0,
2171,A/C machine,0,,,
2171,Sump EVAC Machine ,0,,,
2171,"Oil sumps (leaking, roller condition)",2,1,,Oil sump hoses cracking on 1 and 2. Bay 1 ball valve lekaing 
2171,"Compressors (Operational, Down Time)",1,0,0,
2171,"Oil Pumps (Operational,  Down Time)",2,0,0,
2171,"Oil Pump Hoses (Leaking, Cracked, Worn)",2,0,0,
2171,"Oil Guns (Leaking, Screen operational)",2,,1,5w30 does not read properly 
2171,"Oil Gun Hoses (Leaking, Cracked, Worn)",2,,1,Both oil gun hoses have severe cracking
2171,Grease Gun (Leaking),2,,1,Manual guns not working
2171,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",0,,,No lifts. Store uses floor jacks
2171,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",0,,,
2171,Oil Tanks (Leaking),4,0,0,
2171,"Oil Tank Hoses (Leaking, Cracked, Worn)",2,0,0,
2171,Oil Tanks (Not In Use),0,0,0,
2171,Trash Cans ,7,,1,Lobby and customer restroom broken 
2171,Water Bibb cocks (washer/coolant),1,0,0,
2171,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",1,0,0,
2171,Coolant pump/hoses (Operational),1,0,0,
2171,"Air Regulators (Operational, Leaks)",4,,1,2 need replacemnt. Bay 1 oil pump and on compressor. Both leak air.
2171,"Air hoses (Operational, Leaks, Cracks)",4,,1,Reel and air hose between bay 1 and 2 need replacement. Reels broke and hose leaks air. 
2171,"Water Separators (Operational, Leaks)",0,,,
2171,Lower Bay Mop Sink Lift Pump (Operational),0,,,
2172,Transmission Machine,1,0,0,Machine functions properly
2172,Tire Machines,0,0,0,
2172,Tire Balancer,0,0,0,
2172,Radiator Machine,1,0,1,We need a coolant machine for radiator flush THE MACHINE IS VERY OLD.
2172,Oil Evacuator,0,0,0,
2172,Differential EVAC machine,1,0,0,
2172,BFE EVAC Machine,1,0,0,
2172,A/C machine,0,0,0,
2172,Sump EVAC Machine,1,0,0,Functions properly
2172,"Oil sumps (leaking, roller condition)",4,0,0,Sumps roll fine and no physical leaks
2172,"Compressors (Operational, Down Time)",1,0,0,NEW AND WORKING FINE
2172,"Oil Pumps (Operational,  Down Time)",3,0,0,Functions properly
2172,"Oil Pump Hoses (Leaking, Cracked, Worn)",3,0,0,
2172,"Oil Guns (Leaking, Screen operational)",3,0,0,
2172,"Oil Gun Hoses (Leaking, Cracked, Worn)",3,0,0,
2172,Grease Gun (Leaking),1,0,0,
2172,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",4,0,0,All lifts functioning properly
2172,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",0,0,0,
2172,Oil Tanks (Leaking),3,0,0,NO LEAKS
2172,"Oil Tank Hoses (Leaking, Cracked, Worn)",3,0,0,NO LEAKS
2172,Oil Tanks (Not In Use),3,0,0,
2172,Trash Cans,5,0,0,
2172,Water Bibb cocks (washer/coolant),2,0,1,washer fluid bibcock needs to be replaced
2172,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",1,0,0,Functions properly
2172,Coolant pump/hoses (Operational),1,0,0,Hand pump/works properly
2172,"Air Regulators (Operational, Leaks)",2,0,0,functining properly
2172,"Air hoses (Operational, Leaks, Cracks)",2,0,0,
2172,"Water Separators (Operational, Leaks)",1,0,0,
2172,Lower Bay Mop Sink Lift Pump (Operational),0,0,0,No mop sink in lower bay
2174,Transmission Machine ,1,0,,
2174,Tire Machines,0,0,,
2174,Tire Balancer,0,0,,
2174,Radiator Machine,2,0,,
2174,Oil Evacuator,0,0,,
2174,Differential EVAC machine,1,0,,
2174,BFE EVAC Machine,1,0,,
2174,A/C machine,0,0,,
2174,Sump EVAC Machine ,0,0,,
2174,"Oil sumps (leaking, roller condition)",3,1,1,Bay 3 sump is bent as if a vehicle landed on it
2174,"Compressors (Operational, Down Time)",1,1,1,Squeals like motor is going out
2174,"Oil Pumps (Operational,  Down Time)",3,0,,
2174,"Oil Pump Hoses (Leaking, Cracked, Worn)",3,0,,
2174,"Oil Guns (Leaking, Screen operational)",8,0,,
2174,"Oil Gun Hoses (Leaking, Cracked, Worn)",8,1,1,Leaking and cracked
2174,Grease Gun (Leaking),0,,,
2174,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",2,1,1,Bay 4 lift is not equipped with saftey locks
2174,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",0,,,
2174,Oil Tanks (Leaking),8,1,1,Oil leaks between tanks
2174,"Oil Tank Hoses (Leaking, Cracked, Worn)",2,1,1,Tandem tank linkage is leaking
2174,Oil Tanks (Not In Use),3,1,1,3 dead tanks
2174,Trash Cans ,5,0,,
2174,Water Bibb cocks (washer/coolant),1,0,,
2174,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",2,0,,
2174,Coolant pump/hoses (Operational),1,0,,
2174,"Air Regulators (Operational, Leaks)",3,0,,
2174,"Air hoses (Operational, Leaks, Cracks)",3,0,,
2174,"Water Separators (Operational, Leaks)",1,0,,
2174,Lower Bay Mop Sink Lift Pump (Operational),1,0,,
2175,Transmission Machine,0,0,1,do not have at this location
2175,Tire Machines,1,1,0,need to be have air line replaced
2175,Tire Balancer,1,1,0,needs calibration
2175,Radiator Machine,0,0,1,do not have at this location
2175,Oil Evacuator,1,0,1,
2175,Differential EVAC machine,0,0,1,do not have at this location
2175,BFE EVAC Machine,1,0,1,we have a vaccum pump unsure if this is the correct machine
2175,A/C machine,0,0,1,do not have at this location
2175,Sump EVAC Machine,0,0,0,
2175,"Oil sumps (leaking, roller condition)",3,1,0,"3 rollers, all leak oil"
2175,"Compressors (Operational, Down Time)",1,0,0,Operational 12 hours off 12 hours
2175,"Oil Pumps (Operational,  Down Time)",0,0,0,do not have at this location
2175,"Oil Pump Hoses (Leaking, Cracked, Worn)",3,0,1,Have 1 hose missing from bay 3
2175,"Oil Guns (Leaking, Screen operational)",8,0,1,"Only 1 side of the shop has operational guns, only 1 of 8 screens work. 1 has a broken nozzle"
2175,"Oil Gun Hoses (Leaking, Cracked, Worn)",8,0,1,all oil hose's leak
2175,Grease Gun (Leaking),0,0,1,don't believe we have a grease gun
2175,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",3,1,0,"3 in floor lifts, two of the locking mechanisms are damaged, on arm is bent on bay 2"
2175,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",0,0,0,
2175,Oil Tanks (Leaking),7,1,,some tanks leak oil at connection points
2175,"Oil Tank Hoses (Leaking, Cracked, Worn)",1,0,0,
2175,Oil Tanks (Not In Use),2,0,0,currently not using 10w30 hmv oil tank or 10w-30 conv
2175,Trash Cans,7,0,0,
2175,Water Bibb cocks (washer/coolant),3,0,0,
2175,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",2,0,0,
2175,Coolant pump/hoses (Operational),1,0,0,
2175,"Air Regulators (Operational, Leaks)",x,1,0,SOME LEAK
2175,"Air hoses (Operational, Leaks, Cracks)",N,0,0,
2175,"Water Separators (Operational, Leaks)",1,0,0,
2175,Lower Bay Mop Sink Lift Pump (Operational),0,0,0,do not have at this location
2176,Transmission Machine ,1,0,0,New
2176,Tire Machines,0,0,0,
2176,Tire Balancer,0,0,0,
2176,Radiator Machine,1,1,0,We are ordering new parts for the machine
2176,Oil Evacuator,0,0,0,
2176,Differential EVAC machine,1,0,0,Good Condition
2176,BFE EVAC Machine,1,0,0,Good Condition
2176,A/C machine,0,0,0,
2176,Sump EVAC Machine ,0,0,0,
2176,"Oil sumps (leaking, roller condition)",4,1,0,"Bay 2,3,4 need new hoses"
2176,"Compressors (Operational, Down Time)",1,0,0,Good Condition
2176,"Oil Pumps (Operational,  Down Time)",6,0,0,Good Condition
2176,"Oil Pump Hoses (Leaking, Cracked, Worn)",6,0,0,Good Condition
2176,"Oil Guns (Leaking, Screen operational)",6,0,0,Good Condition
2176,"Oil Gun Hoses (Leaking, Cracked, Worn)",6,0,0,Good Condition
2176,Grease Gun (Leaking),0,0,0,
2176,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",3,1,0,Lift on bay 4 cylinder is leaking and can not lift cars
2176,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",0,0,0,
2176,Oil Tanks (Leaking),6,1,1,5/20 and 5/30 tanks are leaking. 
2176,"Oil Tank Hoses (Leaking, Cracked, Worn)",6,0,0,Good Condition
2176,Oil Tanks (Not In Use),0,0,0,Good Condition
2176,Trash Cans ,6,0,0,Good Condition
2176,Water Bibb cocks (washer/coolant),2,0,0,Good Condition
2176,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",1,0,1,A hose leaks
2176,Coolant pump/hoses (Operational),1,0,0,Good Condition
2176,"Air Regulators (Operational, Leaks)",4,0,0,Good Condition
2176,"Air hoses (Operational, Leaks, Cracks)",5,0,0,Good Condition
2176,"Water Separators (Operational, Leaks)",1,0,0,Good Condition
2176,Lower Bay Mop Sink Lift Pump (Operational),1,0,0,Good Condition
2180,Transmission Machine ,1,,1,
2180,Tire Machines,,,,
2180,Tire Balancer,,,,
2180,Radiator Machine,1,,1,
2180,Oil Evacuator,1,,1,
2180,Differential EVAC machine,1,,1,
2180,BFE EVAC Machine,1,,1,
2180,A/C machine,1,,1,
2180,Sump EVAC Machine ,,,,
2180,"Oil sumps (leaking, roller condition)",,,,
2180,"Compressors (Operational, Down Time)",,,,
2180,"Oil Pumps (Operational,  Down Time)",,,,
2180,"Oil Pump Hoses (Leaking, Cracked, Worn)",,,,
2180,"Oil Guns (Leaking, Screen operational)",3,,1,
2180,"Oil Gun Hoses (Leaking, Cracked, Worn)",,,,
2180,Grease Gun (Leaking),,,,
2180,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",,,,
2180,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",,,,
2180,Oil Tanks (Leaking),,,,
2180,"Oil Tank Hoses (Leaking, Cracked, Worn)",,,,
2180,Oil Tanks (Not In Use),1,,,10w/30 hm tank not in use
2180,Trash Cans ,,,,
2180,Water Bibb cocks (washer/coolant),,,,
2180,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",,,,
2180,Coolant pump/hoses (Operational),,,,
2180,"Air Regulators (Operational, Leaks)",,,,
2180,"Air hoses (Operational, Leaks, Cracks)",1,,1,needs replacemaent
2180,"Water Separators (Operational, Leaks)",,,,
2180,Lower Bay Mop Sink Lift Pump (Operational),,,,
2184,Transmission Machine ,,0,1,Don't have 
2184,Tire Machines,,1,0,worn down in certain areas 
2184,Tire Balancer,,0,1,Don't have 
2184,Radiator Machine,,0,1,Don't have 
2184,Oil Evacuator,,0,0,operational
2184,Differential EVAC machine,,0,1,don? have 
2184,BFE EVAC Machine,,0,1,broken
2184,A/C machine,,0,1,don? have 
2184,Sump EVAC Machine ,,1,0,leaking 
2184,"Oil sumps (leaking, roller condition)",,1,0,leaking
2184,"Compressors (Operational, Down Time)",,0,0,working 
2184,"Oil Pumps (Operational,  Down Time)",,1,0,worn down in certain areas 
2184,"Oil Pump Hoses (Leaking, Cracked, Worn)",,1,0,worn down in certain areas 
2184,"Oil Guns (Leaking, Screen operational)",,1,0,screens not working 
2184,"Oil Gun Hoses (Leaking, Cracked, Worn)",,1,0,worn down in certain areas 
2184,Grease Gun (Leaking),,0,1,don? have 
2184,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",,0,0,working 
2184,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",,0,1,don? have 
2184,Oil Tanks (Leaking),,0,0,no leaks 
2184,"Oil Tank Hoses (Leaking, Cracked, Worn)",,0,0,no leaks 
2184,Oil Tanks (Not In Use),,0,0,
2184,Trash Cans ,,0,0,good condition 
2184,Water Bibb cocks (washer/coolant),,0,0,don? have 
2184,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",,0,0,don? have 
2184,Coolant pump/hoses (Operational),,0,0,working 
2184,"Air Regulators (Operational, Leaks)",,0,1,don? have 
2184,"Air hoses (Operational, Leaks, Cracks)",,0,1,new ones needed
2184,"Water Separators (Operational, Leaks)",,1,0,floods when it rains 
2184,Lower Bay Mop Sink Lift Pump (Operational),,0,1,don? have 
2185,Transmission Machine ,0,0,1,Do not have one
2185,Tire Machines,1,0,0,Tire machine working good
2185,Tire Balancer,1,0,0,working good
2185,Radiator Machine,0,0,1,need machine
2185,Oil Evacuator,1,0,0,working good
2185,Differential EVAC machine,0,0,1,do not have one
2185,BFE EVAC Machine,1,0,0,working good
2185,A/C machine,0,0,1,need machine
2185,Sump EVAC Machine ,0,0,1,need one
2185,"Oil sumps (leaking, roller condition)",0,0,1,need one
2185,"Compressors (Operational, Down Time)",1,0,0,recently replaced
2185,"Oil Pumps (Operational,  Down Time)",4,0,0,all working
2185,"Oil Pump Hoses (Leaking, Cracked, Worn)",4,0,0,no leaks
2185,"Oil Guns (Leaking, Screen operational)",2,0,1,1 not working
2185,"Oil Gun Hoses (Leaking, Cracked, Worn)",2,1,0,hose leaking
2185,Grease Gun (Leaking),0,0,1, no guns
2185,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",2,1,1,locks bad cylinder leaks
2185,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",0,0,0,Do not have one
2185,Oil Tanks (Leaking),2,1,1,1 upper bay 1 lower bay
2185,"Oil Tank Hoses (Leaking, Cracked, Worn)",,,,no leake
2185,Oil Tanks (Not In Use),2,,,2 tanks not in use
2185,Trash Cans ,2,0,0,
2185,Water Bibb cocks (washer/coolant),0,0,0,
2185,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",1,0,0,in barrel hand pump
2185,Coolant pump/hoses (Operational),1,0,0,in barrel hand pump
2185,"Air Regulators (Operational, Leaks)",0,0,0,
2185,"Air hoses (Operational, Leaks, Cracks)",1,0,0,operational no leaks
2185,"Water Separators (Operational, Leaks)",0,0,1,need one
2185,Lower Bay Mop Sink Lift Pump (Operational),0,0,1,need sink
2186,Transmission Machine ,1,,1,
2186,Tire Machines,,,,
2186,Tire Balancer,,,,
2186,Radiator Machine,1,,1,
2186,Oil Evacuator,,,,
2186,Differential EVAC machine,1,,1,
2186,BFE EVAC Machine,1,,1,
2186,A/C machine,1,,1,
2186,Sump EVAC Machine ,,,,
2186,"Oil sumps (leaking, roller condition)",,,,
2186,"Compressors (Operational, Down Time)",,,,
2186,"Oil Pumps (Operational,  Down Time)",,,,
2186,"Oil Pump Hoses (Leaking, Cracked, Worn)",,,,
2186,"Oil Guns (Leaking, Screen operational)",,,,
2186,"Oil Gun Hoses (Leaking, Cracked, Worn)",,,,
2186,Grease Gun (Leaking),,,,
2186,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",1,1,,bay 1 lift only lift on one side
2186,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",,,,
2186,Oil Tanks (Leaking),1,1,,5w20 tank leaks over night
2186,"Oil Tank Hoses (Leaking, Cracked, Worn)",,,,
2186,Oil Tanks (Not In Use),,,,
2186,Trash Cans ,,,,
2186,Water Bibb cocks (washer/coolant),,,,
2186,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",,,,
2186,Coolant pump/hoses (Operational),,,,
2186,"Air Regulators (Operational, Leaks)",,1,,bay 1 air line needs to be repaired 
2186,"Air hoses (Operational, Leaks, Cracks)",,,,
2186,"Water Separators (Operational, Leaks)",,,,
2186,Lower Bay Mop Sink Lift Pump (Operational),,,,
2231,Transmission Machine ,1,,,
2231,Tire Machines,1,1,1,PEDALS AREN'T WORKING PROPERLY
2231,Tire Balancer,1,,,
2231,Radiator Machine,1,,,
2231,Oil Evacuator,1,,,
2231,Differential EVAC machine,1,,,
2231,BFE EVAC Machine,1,,,
2231,A/C machine,1,,1,MACHINE DOES NOT WORK
2231,Sump EVAC Machine ,,,,
2231,"Oil sumps (leaking, roller condition)",,,,
2231,"Compressors (Operational, Down Time)",1,,,
2231,"Oil Pumps (Operational,  Down Time)",,,,
2231,"Oil Pump Hoses (Leaking, Cracked, Worn)",,,,
2231,"Oil Guns (Leaking, Screen operational)",,,,
2231,"Oil Gun Hoses (Leaking, Cracked, Worn)",,,,
2231,Grease Gun (Leaking),1,1,,DOES NOT WORK
2231,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",,,,
2231,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",,,,
2231,Oil Tanks (Leaking),,,,
2231,"Oil Tank Hoses (Leaking, Cracked, Worn)",,,,
2231,Oil Tanks (Not In Use),,,,
2231,Trash Cans ,,,,
2231,Water Bibb cocks (washer/coolant),,,,
2231,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",,,,
2231,Coolant pump/hoses (Operational),,,,
2231,"Air Regulators (Operational, Leaks)",,,,
2231,"Air hoses (Operational, Leaks, Cracks)",,,,
2231,"Water Separators (Operational, Leaks)",,,,
2231,Lower Bay Mop Sink Lift Pump (Operational),,,,
2260,Transmission Machine ,0,,1,Russ Has it order
2260,Tire Machines,0,0,,
2260,Tire Balancer,0,0,,
2260,Radiator Machine,1,,1,Russ Has it order
2260,Oil Evacuator,1,0,,
2260,Differential EVAC machine,0,,1,Russ Has it order
2260,BFE EVAC Machine,1,,1,Russ Has it order
2260,A/C machine,0,,0,
2260,Sump EVAC Machine ,1,1,,Works great
2260,"Oil sumps (leaking, roller condition)",2,0,,Bay #2 Needs Fixing
2260,"Compressors (Operational, Down Time)",1,0,,Works great
2260,"Oil Pumps (Operational,  Down Time)",3,0,,Works great
2260,"Oil Pump Hoses (Leaking, Cracked, Worn)",3,0,,Needs replace
2260,"Oil Guns (Leaking, Screen operational)",3,1,,5W30 & 5W20 Dose'nt work
2260,"Oil Gun Hoses (Leaking, Cracked, Worn)",3,1,,5W30 & 5W20 Dose'nt work
2260,Grease Gun (Leaking),2,1,,Neither works
2260,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",2,1,,Bay #1 Needs Service
2260,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",0,,,
2260,Oil Tanks (Leaking),3,0,,all are out back of building
2260,"Oil Tank Hoses (Leaking, Cracked, Worn)",3,0,,Good Shape
2260,Oil Tanks (Not In Use),0,,,
2260,Trash Cans ,4,1,,
2260,Water Bibb cocks (washer/coolant),0,,,
2260,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",1,1,,Needs Service
2260,Coolant pump/hoses (Operational),2,1,,
2260,"Air Regulators (Operational, Leaks)",3,0,,Works great
2260,"Air hoses (Operational, Leaks, Cracks)",3,0,,Works great
2260,"Water Separators (Operational, Leaks)",1,0,,Works great
2260,Lower Bay Mop Sink Lift Pump (Operational),1,0,,Needs upgrade
2263,Transmission Machine ,1,1,,Russ has order a new one
2263,Tire Machines,0,,,not a tire store
2263,Tire Balancer,0,,,not a tire store
2263,Radiator Machine,1,1,,Russ has order a new one
2263,Oil Evacuator,1,1,,does not suck well
2263,Differential EVAC machine,0,,,Russ has order a new one
2263,BFE EVAC Machine,1,1,,Russ has order a new one
2263,A/C machine,1,1,,Works needs upgraded
2263,Sump EVAC Machine ,1,0,,good shape
2263,"Oil sumps (leaking, roller condition)",2,0,,need screens
2263,"Compressors (Operational, Down Time)",1,,1,"works but 20years old, leaks"
2263,"Oil Pumps (Operational,  Down Time)",3,0,,good shape
2263,"Oil Pump Hoses (Leaking, Cracked, Worn)",3,1,,Needs repair
2263,"Oil Guns (Leaking, Screen operational)",3,1,,need gages fixing
2263,"Oil Gun Hoses (Leaking, Cracked, Worn)",3,,1,needs replace
2263,Grease Gun (Leaking),2,1,,all are leaking
2263,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",2,0,,
2263,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",0,,,
2263,Oil Tanks (Leaking),7,1,,2 are leaking
2263,"Oil Tank Hoses (Leaking, Cracked, Worn)",2,1,,Needs service
2263,Oil Tanks (Not In Use),0,,,
2263,Trash Cans ,3,0,,
2263,Water Bibb cocks (washer/coolant),1,,,Needs service
2263,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",1,0,,
2263,Coolant pump/hoses (Operational),1,0,,
2263,"Air Regulators (Operational, Leaks)",4,,1,"leak, or gauge broken"
2263,"Air hoses (Operational, Leaks, Cracks)",4,0,,works fine
2263,"Water Separators (Operational, Leaks)",1,,,good shape
2263,Lower Bay Mop Sink Lift Pump (Operational),1,1,,Drains very slow
2265,Transmission Machine ,0,0,1,Per Russ this has been ordered
2265,Tire Machines,1,0,0,
2265,Tire Balancer,1,0,0,
2265,Radiator Machine,0,0,1,Per Russ this has been ordered
2265,Oil Evacuator,1,0,0,
2265,Differential EVAC machine,0,0,1,Per Russ this has been ordered
2265,BFE EVAC Machine,0,0,1,Per Russ this has been ordered
2265,A/C machine,1,0,0,
2265,Sump EVAC Machine ,,,,N/A (This store is gravity fed to waste tanks)
2265,"Oil sumps (leaking, roller condition)",2,0,0,
2265,"Compressors (Operational, Down Time)",1,0,0,
2265,"Oil Pumps (Operational,  Down Time)",3,0,1,Conv520 pump leaks and has been rebuilt numerous times. Replace with new pump that comes with warranty per Vendor (Replace X1)
2265,"Oil Pump Hoses (Leaking, Cracked, Worn)",3,0,0,
2265,"Oil Guns (Leaking, Screen operational)",3,0,1,Conv520 gun leaks and is old Graco (Replace X1)
2265,"Oil Gun Hoses (Leaking, Cracked, Worn)",3,0,1,All 3 hoses are cracked and have exposed metal wires. (Replace X3)
2265,Grease Gun (Leaking),2,0,1,Bay 1 and Bay 2 need new guns (replace X2)
2265,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",3,1,0,Bay 1 is old rotary lift but is operational/Bay 2 has a leaking resevoir that we had to patch using Jbweld. (Repair X1)
2265,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",,,,N/A (This store has no post lifts)
2265,Oil Tanks (Leaking),7,1,0,"All new and waste oil tanks have puddles even after cleaning daily, could possibly be connection fittings (Repair X7)"
2265,"Oil Tank Hoses (Leaking, Cracked, Worn)",3,1,0,Waste oil tank at bay 1 and bay 2 have leaks at rear hookup fitting.                                                                All THREE bay waste oil tanks are leaking at the plumbing that goes from rolling sumps to the waste tank at front of each tank. (repair X3) 4 are the waste tanks.
2265,Oil Tanks (Not In Use),0,0,0,
2265,Trash Cans ,8,0,1,all cans in shop have holes in bottom or are so dirty cant get clean (Replace X8)
2265,Water Bibb cocks (washer/coolant),1,0,0,
2265,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",1,0,0,
2265,Coolant pump/hoses (Operational),1,0,1,"The plastic drum threads are worn, need a new coolant drum and a rotary pump that threads to it. (replace X1)"
2265,"Air Regulators (Operational, Leaks)",5,0,1,All regulators are combo units with regulator and seperator. All corroded and do not drain. (replace X5)
2265,"Air hoses (Operational, Leaks, Cracks)",3,0,1,"Air line between bay 1 and bay 2 is to long and clutters in lower bay floor, constantly gets tangled (Replace X1)"
2265,"Water Separators (Operational, Leaks)",5,0,1,All regulators are combo units with regulator and seperator. All corroded and do not drain. (replace X5)
2265,Lower Bay Mop Sink Lift Pump (Operational),1,0,1,"This is a gravity fed sink with no pump but the lowerbay mop sink is old and faucet has missing parts, manual shutoffs added. (Replace X1) "
2274,Transmission Machine ,0,0,1,Per Russ this has been ordered
2274,Tire Machines,0,0,0,Not a tire store
2274,Tire Balancer,0,0,0,Not a tire store
2274,Radiator Machine,0,0,1,Per Russ this has been ordered
2274,Oil Evacuator,1,0,0,
2274,Differential EVAC machine,0,0,1,Per Russ this has been ordered
2274,BFE EVAC Machine,0,0,1,Per Russ this has been ordered
2274,A/C machine,1,0,0,
2274,Sump EVAC Machine ,,,,N/A (This store is gravity fed to waste tanks)
2274,"Oil sumps (leaking, roller condition)",2,1,0,Both bay sumps need new rollers and locking bolts. Wheels have flat spots and brackets move due to locking bolts missing. (Repair X2)
2274,"Compressors (Operational, Down Time)",1,0,0,
